name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
"Deadly Gladiator's Armwraps of Triumph",41839,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Band of Ascendancy",42114,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Band of Victory",42115,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Belt of Dominance",41629,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Belt of Salvation",41616,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Belt of Triumph",41831,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Boots of Dominance",41634,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Boots of Salvation",41620,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Boots of Triumph",41835,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Bracers of Salvation",40982,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Bracers of Triumph",40888,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Chain Gauntlets",41142,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Chain Leggings",41204,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Ascendancy",42064,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Deliverance",42066,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Dominance",42062,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Salvation",42065,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Subjugation",42063,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Triumph",42067,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cloak of Victory",42068,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cord of Dominance",41897,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cord of Salvation",41880,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cuffs of Dominance",41908,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Cuffs of Salvation",41892,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Dragonhide Gloves",41772,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Dragonhide Legguards",41666,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Dreadplate Gauntlets",40806,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Dreadplate Legguards",40845,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Felweave Handguards",42016,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Felweave Trousers",42004,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Girdle of Salvation",40974,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Girdle of Triumph",40879,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Greaves of Salvation",40975,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Greaves of Triumph",40880,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Kodohide Gloves",41286,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Kodohide Legguards",41297,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Leather Gloves",41766,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Leather Legguards",41654,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Linked Gauntlets",41136,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Linked Leggings",41198,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Mail Gauntlets",41006,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Mail Leggings",41032,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Mooncloth Gloves",41873,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Mooncloth Leggings",41863,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Ornamented Gloves",40926,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Ornamented Legplates",40938,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Ascendancy",42030,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Deliverance",42032,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Dominance",42029,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Salvation",42033,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Subjugation",42031,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Triumph",42027,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Pendant of Victory",42028,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Plate Gauntlets",40804,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Plate Legguards",40844,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Ringmail Gauntlets",41000,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Ringmail Leggings",41026,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Sabatons of Dominance",41074,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Sabatons of Salvation",41054,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Sabatons of Triumph",41229,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Satin Gloves",41939,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Satin Leggings",41926,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Scaled Gauntlets",40805,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Scaled Legguards",40846,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Silk Handguards",41970,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Silk Trousers",41958,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Treads of Dominance",41902,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Treads of Salvation",41884,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Waistguard of Dominance",41069,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Waistguard of Salvation",41048,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Waistguard of Triumph",41234,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Wristguards of Dominance",41064,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Wristguards of Salvation",41059,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Wristguards of Triumph",41224,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Wyrmhide Gloves",41292,"Vault of Archavon N10",Emalon,,,,,,,
"Deadly Gladiator's Wyrmhide Legguards",41303,"Vault of Archavon N10",Emalon,,,,,,,
"Frost Witch's Gloves",50842,"Vault of Archavon N10",Toravon,,,,,,,
"Frost Witch's Grips",50831,"Vault of Archavon N10",Toravon,,,,,,,
"Frost Witch's Handguards",50836,"Vault of Archavon N10",Toravon,,,,,,,
"Frost Witch's Kilt",50844,"Vault of Archavon N10",Toravon,,,,,,,
"Frost Witch's Legguards",50838,"Vault of Archavon N10",Toravon,,,,,,,
"Frost Witch's War-Kilt",50833,"Vault of Archavon N10",Toravon,,,,,,,
"Furious Gladiator's Armwraps of Dominance",41640,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Armwraps of Salvation",41625,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Armwraps of Triumph",41840,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Band of Dominance",42116,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Band of Triumph",42117,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Belt of Dominance",41630,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Belt of Salvation",41617,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Belt of Triumph",41832,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Boots of Dominance",41635,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Boots of Salvation",41621,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Boots of Triumph",41836,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Bracers of Salvation",40983,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Bracers of Triumph",40889,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Chain Gauntlets",41143,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Chain Leggings",41205,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Ascendancy",42071,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Deliverance",42073,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Dominance",42069,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Salvation",42072,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Subjugation",42070,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Triumph",42074,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cloak of Victory",42075,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cord of Dominance",41898,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cord of Salvation",41881,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cuffs of Dominance",41909,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Cuffs of Salvation",41893,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Dragonhide Gloves",41773,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Dragonhide Legguards",41667,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Dreadplate Gauntlets",40809,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Dreadplate Legguards",40848,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Felweave Handguards",42017,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Felweave Trousers",42005,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Girdle of Salvation",40976,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Girdle of Triumph",40881,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Greaves of Salvation",40977,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Greaves of Triumph",40882,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Kodohide Gloves",41287,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Kodohide Legguards",41298,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Leather Gloves",41767,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Leather Legguards",41655,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Linked Gauntlets",41137,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Linked Leggings",41199,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Mail Gauntlets",41007,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Mail Leggings",41033,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Mooncloth Gloves",41874,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Mooncloth Leggings",41864,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Ornamented Gloves",40927,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Ornamented Legplates",40939,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Ascendancy",42037,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Deliverance",42039,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Dominance",42036,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Salvation",42040,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Subjugation",42038,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Sundering",46373,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Triumph",42034,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Pendant of Victory",42035,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Plate Gauntlets",40807,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Plate Legguards",40847,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Ringmail Gauntlets",41001,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Ringmail Leggings",41027,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Sabatons of Dominance",41075,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Sabatons of Salvation",41055,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Sabatons of Triumph",41230,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Satin Gloves",41940,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Satin Leggings",41927,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Scaled Gauntlets",40808,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Scaled Legguards",40849,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Silk Handguards",41971,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Silk Trousers",41959,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Slippers of Dominance",41903,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Slippers of Salvation",41885,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Waistguard of Dominance",41070,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Waistguard of Salvation",41051,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Waistguard of Triumph",41235,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Wristguards of Dominance",41065,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Wristguards of Salvation",41060,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Wristguards of Triumph",41225,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Wyrmhide Gloves",41293,"Vault of Archavon N10",Koralon,,,,,,,
"Furious Gladiator's Wyrmhide Legguards",41304,"Vault of Archavon N10",Koralon,,,,,,,
"Garona's Gauntlets of Conquest",48244,"Vault of Archavon N10",Koralon,,,,,,,
"Garona's Legplates of Conquest",48246,"Vault of Archavon N10",Koralon,,,,,,,
"Gul'dan's Gloves of Conquest",47802,"Vault of Archavon N10",Koralon,,,,,,,
"Gul'dan's Leggings of Conquest",47800,"Vault of Archavon N10",Koralon,,,,,,,
"Hateful Gladiator's Chain Armor",41085,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Chain Gauntlets",41141,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Chain Leggings",41203,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dragonhide Gloves",41771,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dragonhide Legguards",41665,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dragonhide Robes",41659,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dreadplate Chestpiece",40781,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dreadplate Gauntlets",40803,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Dreadplate Legguards",40841,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Felweave Handguards",42015,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Felweave Raiment",42001,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Felweave Trousers",42003,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Kodohide Gloves",41284,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Kodohide Legguards",41296,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Kodohide Robes",41308,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Leather Gloves",41765,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Leather Legguards",41653,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Leather Tunic",41648,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Linked Armor",41079,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Linked Gauntlets",41135,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Linked Leggings",41162,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mail Armor",40989,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mail Gauntlets",41005,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mail Leggings",41031,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mooncloth Gloves",41872,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mooncloth Leggings",41862,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Mooncloth Robe",41857,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ornamented Chestguard",40904,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ornamented Gloves",40925,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ornamented Legplates",40937,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Plate Chestpiece",40783,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Plate Gauntlets",40801,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Plate Legguards",40840,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ringmail Armor",40988,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ringmail Gauntlets",40999,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Ringmail Leggings",41025,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Satin Gloves",41938,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Satin Leggings",41925,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Satin Robe",41919,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Scaled Chestpiece",40782,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Scaled Gauntlets",40802,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Scaled Legguards",40842,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Silk Handguards",41969,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Silk Raiment",41950,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Silk Trousers",41957,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Wyrmhide Gloves",41291,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Wyrmhide Legguards",41302,"Vault of Archavon N10",Archavon,,,,,,,
"Hateful Gladiator's Wyrmhide Robes",41314,"Vault of Archavon N10",Archavon,,,,,,,
"Hellscream's Gauntlets of Conquest",48387,"Vault of Archavon N10",Koralon,,,,,,,
"Hellscream's Handguards of Conquest",48457,"Vault of Archavon N10",Koralon,,,,,,,
"Hellscream's Legguards of Conquest",48459,"Vault of Archavon N10",Koralon,,,,,,,
"Hellscream's Legplates of Conquest",48389,"Vault of Archavon N10",Koralon,,,,,,,
"Heroes' Bonescythe Breastplate",39558,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Bonescythe Gauntlets",39560,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Bonescythe Legplates",39564,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Cryptstalker Handguards",39582,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Cryptstalker Legguards",39580,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Cryptstalker Tunic",39579,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Battleplate",39606,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Breastplate",39611,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Gauntlets",39609,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Handguards",39622,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Legguards",39612,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreadnaught Legplates",39607,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Gloves",39544,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Handgrips",39557,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Handguards",39543,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Leggings",39539,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Legguards",39555,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Raiments",39554,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Robe",39538,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Trousers",39546,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Dreamwalker Vestments",39547,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Chestguard",39597,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Gloves",39593,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Grips",39601,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Handguards",39591,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Hauberk",39592,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Kilt",39595,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Legguards",39589,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter Tunic",39588,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Earthshatter War-Kilt",39603,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Frostfire Gloves",39495,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Frostfire Leggings",39493,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Frostfire Robe",39492,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Gloves of Faith",39519,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Handwraps of Faith",39530,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Leggings of Faith",39517,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Pants of Faith",39528,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Plagueheart Gloves",39500,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Plagueheart Leggings",39498,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Plagueheart Robe",39497,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Raiments of Faith",39523,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Breastplate",39638,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Chestpiece",39633,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Gauntlets",39634,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Gloves",39632,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Greaves",39630,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Handguards",39639,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Legguards",39641,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Legplates",39636,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Redemption Tunic",39629,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Robe of Faith",39515,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Battleplate",39617,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Chestguard",39623,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Gauntlets",39618,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Handguards",39624,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Legguards",39626,"Vault of Archavon N10",Archavon,,,,,,,
"Heroes' Scourgeborne Legplates",39620,"Vault of Archavon N10",Archavon,,,,,,,
"Kel'Thuzad's Gloves of Conquest",47783,"Vault of Archavon N10",Koralon,,,,,,,
"Kel'Thuzad's Leggings of Conquest",47785,"Vault of Archavon N10",Koralon,,,,,,,
"Khadgar's Gauntlets of Conquest",47752,"Vault of Archavon N10",Koralon,,,,,,,
"Khadgar's Leggings of Conquest",47750,"Vault of Archavon N10",Koralon,,,,,,,
"Koltira's Gauntlets of Conquest",48502,"Vault of Archavon N10",Koralon,,,,,,,
"Koltira's Handguards of Conquest",48559,"Vault of Archavon N10",Koralon,,,,,,,
"Koltira's Legguards of Conquest",48561,"Vault of Archavon N10",Koralon,,,,,,,
"Koltira's Legplates of Conquest",48504,"Vault of Archavon N10",Koralon,,,,,,,
"Lasherweave Gauntlets",50107,"Vault of Archavon N10",Toravon,,,,,,,
"Lasherweave Gloves",50822,"Vault of Archavon N10",Toravon,,,,,,,
"Lasherweave Handgrips",50827,"Vault of Archavon N10",Toravon,,,,,,,
"Lasherweave Legguards",50825,"Vault of Archavon N10",Toravon,,,,,,,
"Lasherweave Legplates",50109,"Vault of Archavon N10",Toravon,,,,,,,
"Lasherweave Trousers",50820,"Vault of Archavon N10",Toravon,,,,,,,
"Liadrin's Gauntlets of Conquest",48630,"Vault of Archavon N10",Koralon,,,,,,,
"Liadrin's Gloves of Conquest",48598,"Vault of Archavon N10",Koralon,,,,,,,
"Liadrin's Greaves of Conquest",48596,"Vault of Archavon N10",Koralon,,,,,,,
"Liadrin's Handguards of Conquest",48653,"Vault of Archavon N10",Koralon,,,,,,,
"Liadrin's Legguards of Conquest",48655,"Vault of Archavon N10",Koralon,,,,,,,
"Liadrin's Legplates of Conquest",48628,"Vault of Archavon N10",Koralon,,,,,,,
"Lightsworn Gauntlets",50327,"Vault of Archavon N10",Toravon,,,,,,,
"Lightsworn Gloves",50868,"Vault of Archavon N10",Toravon,,,,,,,
"Lightsworn Greaves",50866,"Vault of Archavon N10",Toravon,,,,,,,
"Lightsworn Handguards",50863,"Vault of Archavon N10",Toravon,,,,,,,
"Lightsworn Legguards",50861,"Vault of Archavon N10",Toravon,,,,,,,
"Lightsworn Legplates",50325,"Vault of Archavon N10",Toravon,,,,,,,
"Malfurion's Gloves of Conquest",48162,"Vault of Archavon N10",Koralon,,,,,,,
"Malfurion's Handgrips of Conquest",48213,"Vault of Archavon N10",Koralon,,,,,,,
