name,id,instance_name,source_name,guild_note,prio_note,tier,tier_label,created_at,updated_at
"Cowl of the Absolute",45435,"Ulduar N25",Auriaya,,,,,,
"Crazed Construct Ring",45250,"Ulduar N25",XT-002,,,,,,
"Crown of Luminescence",45497,"Ulduar N25",Mimiron,,,,,,
"Crown of the Wayward Conqueror",45638,"Ulduar N25",Thorim,,,,,,
"Crown of the Wayward Protector",45639,"Ulduar N25",Thorim,,,,,,
"Crown of the Wayward Vanquisher",45640,"Ulduar N25",Thorim,,,,,,
"Dark Edge of Depravity",45533,"Ulduar N25",Yogg-Saron,,,,,,
"Darkcore Leggings",45504,"Ulduar N25",Vezax,,,,,,
"Daschal's Bite",45605,"Ulduar N25",Trash,,,,,,
"Decimator's Armguards",45264,"Ulduar N25",Kologarn,,,,,,
"Delirium's Touch",45494,"Ulduar N25",Mimiron,,,,,,
"Dragonslayer's Brace",45139,"Ulduar N25",Razorscale,,,,,,
"Drape of Mortal Downfall",45242,"Ulduar N25",Assembly,,,,,,
"Drape of the Drakerider",45138,"Ulduar N25",Razorscale,,,,,,
"Drape of the Lithe",45224,"Ulduar N25",Assembly,,,,,,
"Drape of the Sullen Goddess",45486,"Ulduar N25",Freya,,,,,,
Dreambinder,45613,"Ulduar N25",Algalon,,,,,,
Dreambinder,45613,"Ulduar N25",Freya,,,,,,
Earthshaper,45521,"Ulduar N25",Yogg-Saron,,,,,,
"Embrace of the Gladiator",45473,"Ulduar N25",Thorim,,,,,,
"Embrace of the Leviathan",45119,"Ulduar N25",Leviathan,,,,,,
"Fang of Oblivion",45607,"Ulduar N25",Assembly,,,,,,
"Fang of Oblivion",45607,"Ulduar N25",Algalon,,,,,,
"Fate's Clutch",45471,"Ulduar N25",Thorim,,,,,,
"Flamestalker Boots",45162,"Ulduar N25",Ignis,,,,,,
"Flamewrought Cinch",45185,"Ulduar N25",Ignis,,,,,,
"Flare of the Heavens",45518,"Ulduar N25",Vezax,,,,,,
"Formula: Enchant Weapon - Blade Ward",46027,"Ulduar N25",Recipes,,,,,,
"Formula: Enchant Weapon - Blood Draining",46348,"Ulduar N25",Recipes,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Ignis,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Algalon,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Thorim,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Mimiron,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Yogg-Saron,,,,,,
"Freya's Choker of Warding",45116,"Ulduar N25",Leviathan,,,,,,
"Frost-bound Chain Bracers",45454,"Ulduar N25",Hodir,,,,,,
"Frostplate Greaves",45452,"Ulduar N25",Hodir,,,,,,
"Frozen Loop",45451,"Ulduar N25",Hodir,,,,,,
"Garona's Guise",45523,"Ulduar N25",Yogg-Saron,,,,,,
"Gauntlets of Ruthless Reprisal",45481,"Ulduar N25",Freya,,,,,,
"Gauntlets of the Wayward Conqueror",45641,"Ulduar N25",Mimiron,,,,,,
"Gauntlets of the Wayward Protector",45642,"Ulduar N25",Mimiron,,,,,,
"Gauntlets of the Wayward Vanquisher",45643,"Ulduar N25",Mimiron,,,,,,
"Giant's Bane",45261,"Ulduar N25",Kologarn,,,,,,
"Girdle of Embers",45161,"Ulduar N25",Ignis,,,,,,
"Gloves of the Fiery Behemoth",45109,"Ulduar N25",Leviathan,,,,,,
"Gloves of the Pythonic Guardian",45268,"Ulduar N25",Kologarn,,,,,,
"Gloves of the Steady Hand",45444,"Ulduar N25",XT-002,,,,,,
"Gloves of the Stonereaper",45325,"Ulduar N25",Auriaya,,,,,,
"Glowing Ring of Reclamation",45113,"Ulduar N25",Leviathan,,,,,,
"Godbane Signet",45525,"Ulduar N25",Yogg-Saron,,,,,,
"Golden Saronite Dragon",45132,"Ulduar N25",Leviathan,,,,,,
"Golem-Shard Sticker",45246,"Ulduar N25",XT-002,,,,,,
"Grasps of Reason",45446,"Ulduar N25",XT-002,,,,,,
"Greaves of Swift Vengeance",45244,"Ulduar N25",Assembly,,,,,,
"Greaves of the Rockmender",45434,"Ulduar N25",Auriaya,,,,,,
"Greaves of the Stonewarder",45542,"Ulduar N25",Trash,,,,,,
"Grips of Chaos",45549,"Ulduar N25",Trash,,,,,,
"Grips of the Unbroken",45512,"Ulduar N25",Vezax,,,,,,
"Guiding Star",45147,"Ulduar N25",Razorscale,,,,,,
"Handguards of Revitalization",45487,"Ulduar N25",Freya,,,,,,
"Handguards of the Enclave",45228,"Ulduar N25",Assembly,,,,,,
"Handwraps of Plentiful Recovery",45273,"Ulduar N25",Kologarn,,,,,,
"Handwraps of the Vigilant",45520,"Ulduar N25",Vezax,,,,,,
"Heart of Iron",45158,"Ulduar N25",Ignis,,,,,,
"Helm of the Faceless",45502,"Ulduar N25",Vezax,,,,,,
"Helm of the Furnace Master",45164,"Ulduar N25",Ignis,,,,,,
"Horologist's Wristguards",45252,"Ulduar N25",XT-002,,,,,,
"Idol of the Corruptor",45509,"Ulduar N25",Vezax,,,,,,
"Idol of the Crying Wind",45270,"Ulduar N25",Kologarn,,,,,,
"Insanity's Grip",45489,"Ulduar N25",Mimiron,,,,,,
"Insurmountable Fervor",45193,"Ulduar N25",Assembly,,,,,,
Intensity,45171,"Ulduar N25",Ignis,,,,,,
"Iron Riveted War Helm",45107,"Ulduar N25",Leviathan,,,,,,
"Iron-studded Mantle",45227,"Ulduar N25",Assembly,,,,,,
Ironmender,45271,"Ulduar N25",Kologarn,,,,,,
"Leggings of Lost Love",45468,"Ulduar N25",Thorim,,,,,,
"Leggings of the Enslaved Idol",45488,"Ulduar N25",Freya,,,,,,
"Leggings of the Lifetender",45482,"Ulduar N25",Freya,,,,,,
"Leggings of the Stoneweaver",45274,"Ulduar N25",Kologarn,,,,,,
"Leggings of the Tortured Earth",45544,"Ulduar N25",Trash,,,,,,
"Legguards of Cunning Deception",45536,"Ulduar N25",Yogg-Saron,,,,,,
"Legplates of the Endless Void",45594,"Ulduar N25",Algalon,,,,,,
"Leviathan Fueling Manual",45115,"Ulduar N25",Leviathan,,,,,,
"Libram of Discord",45510,"Ulduar N25",Razorscale,,,,,,
"Libram of the Resolute",45436,"Ulduar N25",Auriaya,,,,,,
"Libram of the Sacred Shield",45145,"Ulduar N25",Vezax,,,,,,
"Lifeforge Breastplate",45167,"Ulduar N25",Ignis,,,,,,
"Living Flame",45148,"Ulduar N25",Razorscale,,,,,,
"Lotrafen, Spear of the Damned",45498,"Ulduar N25",Vezax,,,,,,
Malice,45266,"Ulduar N25",Kologarn,,,,,,
"Malleable Steelweave Mantle",45492,"Ulduar N25",Mimiron,,,,,,
"Mantle of the Unknowing",45514,"Ulduar N25",Vezax,,,,,,
"Mantle of the Wayward Conqueror",45656,"Ulduar N25",Yogg-Saron,,,,,,
"Mantle of the Wayward Protector",45657,"Ulduar N25",Yogg-Saron,,,,,,
"Mantle of the Wayward Vanquisher",45658,"Ulduar N25",Yogg-Saron,,,,,,
"Mantle of Wavering Calm",45253,"Ulduar N25",XT-002,,,,,,
"Mechanist's Bindings",45108,"Ulduar N25",Leviathan,,,,,,
"Metallic Loop of the Sufferer",45503,"Ulduar N25",Vezax,,,,,,
"Mimiron's Head",45693,"Ulduar N25",Yogg-Saron,,,,,,
"Mimiron's Inferno Couplings",45111,"Ulduar N25",Leviathan,,,,,,
"Necklace of Unerring Mettle",45262,"Ulduar N25",Kologarn,,,,,,
"Northern Barrier",45450,"Ulduar N25",Hodir,,,,,,
"Nymph Heart Charm",45480,"Ulduar N25",Freya,,,,,,
"Overload Legwraps",45238,"Ulduar N25",Assembly,,,,,,
"Pandora's Plea",45490,"Ulduar N25",Mimiron,,,,,,
"Pattern: Belt of Arctic Life",45100,"Ulduar N25",Recipes,,,,,,
"Pattern: Belt of Dragons",45094,"Ulduar N25",Recipes,,,,,,
"Pattern: Blue Belt of Chaos",45096,"Ulduar N25",Recipes,,,,,,
"Pattern: Boots of Living Scale",45095,"Ulduar N25",Recipes,,,,,,
"Pattern: Boots of Wintry Endurance",45101,"Ulduar N25",Recipes,,,,,,
"Pattern: Cord of the White Dawn",45104,"Ulduar N25",Recipes,,,,,,
"Pattern: Death-warmed Belt",45098,"Ulduar N25",Recipes,,,,,,
"Pattern: Footpads of Silence",45099,"Ulduar N25",Recipes,,,,,,
"Pattern: Lightning Grounded Boots",45097,"Ulduar N25",Recipes,,,,,,
"Pattern: Sash of Ancient Power",45102,"Ulduar N25",Recipes,,,,,,
"Pattern: Savior's Slippers",45105,"Ulduar N25",Recipes,,,,,,
"Pattern: Spellslinger's Slippers",45103,"Ulduar N25",Recipes,,,,,,
"Pauldrons of the Combatant",45474,"Ulduar N25",Thorim,,,,,,
"Pendant of Fiery Havoc",45133,"Ulduar N25",Leviathan,,,,,,
"Pendant of Focused Energies",45539,"Ulduar N25",Trash,,,,,,
"Pendulum of Infinity",45517,"Ulduar N25",Vezax,,,,,,
"Phaelia's Vestments of the Sprouting Seed",45237,"Ulduar N25",Assembly,,,,,,
"Pharos Gloves",45665,"Ulduar N25",Algalon,,,,,,
"Planewalker Treads",45615,"Ulduar N25",Algalon,,,,,,
"Plans: Battlelord's Plate Boots",45089,"Ulduar N25",Recipes,,,,,,
"Plans: Belt of the Titans",45088,"Ulduar N25",Recipes,,,,,,
"Plans: Indestructible Plate Girdle",45092,"Ulduar N25",Recipes,,,,,,
"Plans: Plate Girdle of Righteousness",45090,"Ulduar N25",Recipes,,,,,,
"Plans: Spiked Deathdealers",45093,"Ulduar N25",Recipes,,,,,,
"Plans: Treads of Destiny",45091,"Ulduar N25",Recipes,,,,,,
"Plated Leggings of Ruination",45134,"Ulduar N25",Leviathan,,,,,,
"Platinum Band of the Aesir",45326,"Ulduar N25",Auriaya,,,,,,
"Proto-hide Leggings",45141,"Ulduar N25",Razorscale,,,,,,
"Pyrelight Circle",45168,"Ulduar N25",Ignis,,,,,,
"Quartz Crystal Wand",45257,"Ulduar N25",XT-002,,,,,,
"Quartz-studded Harness",45259,"Ulduar N25",XT-002,,,,,,
"Radiant Seal",45235,"Ulduar N25",Assembly,,,,,,
"Raiments of the Iron Council",45240,"Ulduar N25",Assembly,,,,,,
Rapture,45234,"Ulduar N25",Assembly,,,,,,
"Razorscale Shoulderguards",45140,"Ulduar N25",Razorscale,,,,,,
"Reforged Hammer of Ancient Kings",45897,"Ulduar N25",Yogg-Saron,,,,,,
"Relic Hunter's Cord",45547,"Ulduar N25",Trash,,,,,,
Remorse,45142,"Ulduar N25",Razorscale,,,,,,
"Reply-Code Alpha",46053,"Ulduar N25",Algalon,,,,,,
"Ring of the Faithful Servant",45438,"Ulduar N25",Auriaya,,,,,,
"Ring of the Vacant Eye",45515,"Ulduar N25",Vezax,,,,,,
"Rising Sun",45086,"Ulduar N25",Leviathan,,,,,,
"Robes of the Umbral Brute",45272,"Ulduar N25",Kologarn,,,,,,
"Runed Ironhide Boots",45232,"Ulduar N25",Assembly,,,,,,
"Runed Orb",45087,"Ulduar N25",Tokens,,,,,,
"Runescribed Blade",45437,"Ulduar N25",Auriaya,,,,,,
"Runeshaper's Gloves",45239,"Ulduar N25",Assembly,,,,,,
"Sabatons of Lifeless Night",45599,"Ulduar N25",Algalon,,,,,,
"Sandals of Rash Temperament",45258,"Ulduar N25",XT-002,,,,,,
"Sandals of the Ancient Keeper",45441,"Ulduar N25",Auriaya,,,,,,
"Sanity's Bond",45530,"Ulduar N25",Yogg-Saron,,,,,,
"Sapphire Amulet of Renewal",45243,"Ulduar N25",Assembly,,,,,,
"Saronite Mesh Legguards",45143,"Ulduar N25",Razorscale,,,,,,
"Saronite Plated Legguards",45267,"Ulduar N25",Kologarn,,,,,,
"Scale of Fates",45466,"Ulduar N25",Thorim,,,,,,
"Scepter of Creation",45170,"Ulduar N25",Ignis,,,,,,
"Scepter of Lost Souls",45511,"Ulduar N25",Vezax,,,,,,
"Seal of the Betrayed King",45534,"Ulduar N25",Yogg-Saron,,,,,,
"Shackles of the Odalisque",45146,"Ulduar N25",Razorscale,,,,,,
"Shawl of Haunted Memories",45529,"Ulduar N25",Yogg-Saron,,,,,,
"Shoulderpads of Dormant Energies",45136,"Ulduar N25",Leviathan,,,,,,
"Shoulderpads of the Intruder",45245,"Ulduar N25",Assembly,,,,,,
"Shoulderpads of the Monolith",45265,"Ulduar N25",Kologarn,,,,,,
"Shoulderplates of the Deconstructor",45251,"Ulduar N25",XT-002,,,,,,
"Shoulderplates of the Eternal",45320,"Ulduar N25",Auriaya,,,,,,
"Shoulders of Misfortune",45543,"Ulduar N25",Trash,,,,,,
"Show of Faith",45535,"Ulduar N25",Yogg-Saron,,,,,,
"Shroud of Alteration",45541,"Ulduar N25",Trash,,,,,,
"Sif's Promise",45469,"Ulduar N25",Thorim,,,,,,
"Sigil of Deflection",45144,"Ulduar N25",Razorscale,,,,,,
"Sigil of the Vengeful Heart",45254,"Ulduar N25",XT-002,,,,,,
"Signet of the Earthshaker",45247,"Ulduar N25",XT-002,,,,,,
"Siren's Cry",45327,"Ulduar N25",Auriaya,,,,,,
"Skyforge Crossbow",45570,"Ulduar N25",Algalon,,,,,,
"Skyforge Crossbow",45570,"Ulduar N25",Thorim,,,,,,
"Solar Bindings",45611,"Ulduar N25",Algalon,,,,,,
"Soot-Covered Mantle",45186,"Ulduar N25",Ignis,,,,,,
"Sorthalis, Hammer of the Watchers",45442,"Ulduar N25",XT-002,,,,,,
Soulscribe,45527,"Ulduar N25",Yogg-Saron,,,,,,
"Star-beaded Clutch",45616,"Ulduar N25",Algalon,,,,,,
"Starshard Edge",45620,"Ulduar N25",Algalon,,,,,,
"Starshard Edge",45620,"Ulduar N25",Mimiron,,,,,,
"Starwatcher's Binding",45619,"Ulduar N25",Algalon,,,,,,
"Steamcaller's Totem",45114,"Ulduar N25",Leviathan,,,,,,
"Steamworker's Goggles",45118,"Ulduar N25",Leviathan,,,,,,
"Steelbreaker's Embrace",45225,"Ulduar N25",Assembly,,,,,,
Stonerender,45315,"Ulduar N25",Auriaya,,,,,,
"Stormrune Edge",45233,"Ulduar N25",Assembly,,,,,,
"Strength of the Automaton",45106,"Ulduar N25",Leviathan,,,,,,
"The General's Heart",45507,"Ulduar N25",Vezax,,,,,,
"The Leviathan's Coil",45112,"Ulduar N25",Leviathan,,,,,,
"The Lifebinder",45479,"Ulduar N25",Freya,,,,,,
"Thunderfall Totem",45255,"Ulduar N25",XT-002,,,,,,
Titanguard,45110,"Ulduar N25",Leviathan,,,,,,
"Titanskin Cloak",45496,"Ulduar N25",Mimiron,,,,,,
"Titanstone Pendant",45538,"Ulduar N25",Trash,,,,,,
"Totem of the Dancing Flame",45169,"Ulduar N25",Ignis,,,,,,
"Treads of the False Oracle",45537,"Ulduar N25",Yogg-Saron,,,,,,
"Twisted Visage",45256,"Ulduar N25",XT-002,,,,,,
"Unblinking Eye",45236,"Ulduar N25",Assembly,,,,,,
"Unbreakable Chestguard",45334,"Ulduar N25",Auriaya,,,,,,
"Unfaltering Armguards",45269,"Ulduar N25",Kologarn,,,,,,
"Unwavering Stare",45439,"Ulduar N25",Auriaya,,,,,,
"Veranus' Bane",45137,"Ulduar N25",Razorscale,,,,,,
"Vestments of the Blind Denizen",45519,"Ulduar N25",Vezax,,,,,,
"Voldrethar, Dark Blade of Oblivion",45516,"Ulduar N25",Vezax,,,,,,
"Vulmir, the Northern Tempest",45463,"Ulduar N25",Thorim,,,,,,
"Waistguard of the Creator",45491,"Ulduar N25",Mimiron,,,,,,
"Warhelm of the Champion",45472,"Ulduar N25",Thorim,,,,,,
"Winter's Icy Embrace",45453,"Ulduar N25",Hodir,,,,,,
"Wisdom's Hold",45470,"Ulduar N25",Thorim,,,,,,
Worldcarver,45165,"Ulduar N25",Ignis,,,,,,
Wrathstone,45263,"Ulduar N25",Kologarn,,,,,,
"Wristguards of the Firetender",45187,"Ulduar N25",Ignis,,,,,,
"Conqueror's Aegis Gauntlets",46155,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Aegis Gloves",46179,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Aegis Greaves",46181,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Aegis Handguards",46174,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Aegis Legguards",46176,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Aegis Legplates",46153,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Darkruned Gauntlets",46113,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Darkruned Handguards",46119,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Darkruned Legguards",46121,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Darkruned Legplates",46116,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Deathbringer Gloves",46135,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Deathbringer Leggings",46139,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Gloves of Sanctification",46188,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Handwraps of Sanctification",46163,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Kirin Tor Gauntlets",46132,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Kirin Tor Leggings",46133,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Leggings of Sanctification",46195,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Gloves",46189,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Handgrips",46158,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Handguards",46183,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Leggings",46185,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Legguards",46160,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Nightsong Trousers",46192,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Pants of Sanctification",46170,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Scourgestalker Handguards",46142,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Scourgestalker Legguards",46144,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Siegebreaker Gauntlets",46148,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Siegebreaker Handguards",46164,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Siegebreaker Legguards",46169,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Siegebreaker Legplates",46150,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Terrorblade Gauntlets",46124,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Terrorblade Legplates",46126,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker Gloves",46207,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker Grips",46200,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker Handguards",46199,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker Kilt",46210,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker Legguards",46202,"Vault of Archavon N25",Emalon,,,,,,
"Conqueror's Worldbreaker War-Kilt",46208,"Vault of Archavon N25",Emalon,,,,,,
"Deadly Gladiator's Chain Armor",41086,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Chain Gauntlets",41142,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Chain Leggings",41204,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dragonhide Gloves",41772,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dragonhide Legguards",41666,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dragonhide Robes",41660,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dreadplate Chestpiece",40784,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dreadplate Gauntlets",40806,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Dreadplate Legguards",40845,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Felweave Handguards",42016,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Felweave Raiment",41997,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Felweave Trousers",42004,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Kodohide Gloves",41286,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Kodohide Legguards",41297,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Kodohide Robes",41309,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Leather Gloves",41766,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Leather Legguards",41654,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Leather Tunic",41649,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Linked Armor",41080,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Linked Gauntlets",41136,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Linked Leggings",41198,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mail Armor",40991,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mail Gauntlets",41006,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mail Leggings",41032,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mooncloth Gloves",41873,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mooncloth Leggings",41863,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Mooncloth Robe",41858,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ornamented Chestguard",40905,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ornamented Gloves",40926,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ornamented Legplates",40938,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Plate Chestpiece",40786,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Plate Gauntlets",40804,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Plate Legguards",40844,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ringmail Armor",40990,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ringmail Gauntlets",41000,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Ringmail Leggings",41026,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Satin Gloves",41939,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Satin Leggings",41926,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Satin Robe",41920,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Scaled Chestpiece",40785,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Scaled Gauntlets",40805,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Scaled Legguards",40846,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Silk Handguards",41970,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Silk Raiment",41951,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Silk Trousers",41958,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Wyrmhide Gloves",41292,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Wyrmhide Legguards",41303,"Vault of Archavon N25",Archavon,,,,,,
"Deadly Gladiator's Wyrmhide Robes",41315,"Vault of Archavon N25",Archavon,,,,,,
"Furious Gladiator's Armwraps of Dominance",41640,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Armwraps of Salvation",41625,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Armwraps of Triumph",41840,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Band of Dominance",42116,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Band of Triumph",42117,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Belt of Dominance",41630,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Belt of Salvation",41617,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Belt of Triumph",41832,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Boots of Dominance",41635,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Boots of Salvation",41621,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Boots of Triumph",41836,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Bracers of Salvation",40983,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Bracers of Triumph",40889,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Chain Gauntlets",41143,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Chain Leggings",41205,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Ascendancy",42071,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Deliverance",42073,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Dominance",42069,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Salvation",42072,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Subjugation",42070,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Triumph",42074,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cloak of Victory",42075,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cord of Dominance",41898,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cord of Salvation",41881,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cuffs of Dominance",41909,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Cuffs of Salvation",41893,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Dragonhide Gloves",41773,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Dragonhide Legguards",41667,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Dreadplate Gauntlets",40809,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Dreadplate Legguards",40848,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Felweave Handguards",42017,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Felweave Trousers",42005,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Girdle of Salvation",40976,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Girdle of Triumph",40881,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Greaves of Salvation",40977,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Greaves of Triumph",40882,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Kodohide Gloves",41287,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Kodohide Legguards",41298,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Leather Gloves",41767,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Leather Legguards",41655,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Linked Gauntlets",41137,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Linked Leggings",41199,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Mail Gauntlets",41007,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Mail Leggings",41033,"Vault of Archavon N25",Emalon,,,,,,
"Furious Gladiator's Mooncloth Gloves",41874,"Vault of Archavon N25",Emalon,,,,,,
